#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG26741	2	2	Xu	REFSEQ hypothetical protein
VOG26742	2	2	Xu	REFSEQ hypothetical protein
VOG26743	2	2	Xu	REFSEQ hypothetical protein
VOG26744	2	2	Xu	REFSEQ hypothetical protein
VOG26745	2	2	Xu	REFSEQ hypothetical protein
VOG26746	2	2	Xu	REFSEQ hypothetical protein
VOG26747	2	2	Xu	REFSEQ hypothetical protein
VOG26748	2	2	Xu	REFSEQ hypothetical protein
VOG26749	2	2	Xu	REFSEQ hypothetical protein
VOG26750	2	2	Xu	REFSEQ hypothetical protein
VOG26751	2	2	Xu	REFSEQ hypothetical protein
VOG26752	2	2	Xu	REFSEQ hypothetical protein
VOG26753	2	2	Xu	REFSEQ hypothetical protein
VOG26754	2	2	Xu	REFSEQ hypothetical protein
VOG26755	2	2	Xu	REFSEQ hypothetical protein
VOG26756	2	2	Xu	REFSEQ hypothetical protein
VOG26757	2	2	Xu	REFSEQ hypothetical protein
VOG26758	2	2	Xu	REFSEQ hypothetical protein
VOG26759	2	2	Xu	REFSEQ hypothetical protein
VOG26760	2	2	Xu	REFSEQ hypothetical protein
VOG26761	2	2	Xu	REFSEQ hypothetical protein
VOG26762	2	2	Xu	REFSEQ hypothetical protein
VOG26763	2	2	Xu	REFSEQ hypothetical protein
VOG26764	2	2	Xu	REFSEQ hypothetical protein
VOG26765	2	2	Xu	REFSEQ hypothetical protein
VOG26766	3	2	Xu	REFSEQ hypothetical protein
VOG26767	2	2	Xu	REFSEQ hypothetical protein
VOG26768	2	2	Xu	REFSEQ hypothetical protein
VOG26769	2	2	Xu	REFSEQ hypothetical protein
VOG26770	2	2	Xu	REFSEQ hypothetical protein
VOG26771	2	2	Xu	REFSEQ hypothetical protein
VOG26772	2	2	Xu	REFSEQ hypothetical protein
VOG26773	2	2	Xu	REFSEQ acetyltransferase
VOG26774	2	2	Xu	REFSEQ hypothetical protein
VOG26775	2	2	Xu	REFSEQ hypothetical protein
VOG26776	2	2	Xu	REFSEQ hypothetical protein
VOG26777	2	2	Xu	REFSEQ hypothetical protein
VOG26778	2	2	Xu	REFSEQ hypothetical protein
VOG26779	2	2	Xu	REFSEQ hypothetical protein
VOG26780	2	2	Xu	REFSEQ hypothetical protein
VOG26781	2	2	Xu	REFSEQ hypothetical protein
VOG26782	2	2	Xu	REFSEQ hypothetical protein
VOG26783	2	2	Xu	REFSEQ hypothetical protein
VOG26784	2	2	Xu	REFSEQ hypothetical protein
VOG26785	2	2	Xu	REFSEQ hypothetical protein
VOG26786	2	2	Xu	REFSEQ hypothetical protein
VOG26787	2	2	Xu	REFSEQ hypothetical protein
VOG26788	2	2	Xu	REFSEQ hypothetical protein
VOG26789	2	2	Xu	REFSEQ hypothetical protein
VOG26790	2	2	Xu	REFSEQ hypothetical protein
VOG26791	2	2	Xu	REFSEQ hypothetical protein
VOG26792	2	2	Xu	REFSEQ hypothetical protein
VOG26793	2	2	Xu	REFSEQ hypothetical protein
VOG26794	2	2	Xu	REFSEQ hypothetical protein
VOG26795	2	2	Xu	REFSEQ hypothetical protein
VOG26796	2	2	Xu	REFSEQ hypothetical protein
VOG26797	2	2	Xu	REFSEQ hypothetical protein
VOG26798	2	2	Xu	REFSEQ hypothetical protein
VOG26799	2	2	Xu	REFSEQ hypothetical protein
VOG26800	2	2	Xu	REFSEQ hypothetical protein
VOG26801	2	2	Xu	REFSEQ capsid protein
VOG26802	2	2	Xu	REFSEQ hypothetical protein
VOG26803	2	2	Xu	REFSEQ endolysin
VOG26804	2	2	Xu	REFSEQ hypothetical protein
VOG26805	2	2	Xu	REFSEQ hypothetical protein
VOG26806	2	2	Xu	REFSEQ hypothetical protein
VOG26807	2	2	Xu	REFSEQ hypothetical protein
VOG26808	2	2	Xu	REFSEQ hypothetical protein
VOG26809	2	2	Xu	REFSEQ hypothetical protein
VOG26810	2	2	Xu	REFSEQ hypothetical protein
VOG26811	2	2	Xu	REFSEQ hypothetical protein
VOG26812	2	2	Xu	REFSEQ hypothetical protein
VOG26813	2	2	Xu	REFSEQ hypothetical protein
VOG26814	2	2	Xu	REFSEQ hypothetical protein
VOG26815	2	2	Xu	REFSEQ AAA ATPase
VOG26816	2	2	Xu	REFSEQ hypothetical protein
VOG26817	2	2	Xu	REFSEQ hypothetical protein
VOG26818	2	2	Xu	REFSEQ hypothetical protein
VOG26819	2	2	Xu	REFSEQ hypothetical protein
VOG26820	2	2	Xu	REFSEQ hypothetical protein
VOG26821	2	2	Xu	REFSEQ hypothetical protein
VOG26822	2	2	Xu	REFSEQ hypothetical protein
VOG26823	2	2	Xu	REFSEQ hypothetical protein
VOG26824	2	2	Xu	REFSEQ hypothetical protein
VOG26825	2	2	Xu	REFSEQ helicase
VOG26826	2	2	Xu	REFSEQ hypothetical protein
VOG26827	2	2	Xu	REFSEQ hypothetical protein
VOG26828	2	2	Xu	REFSEQ hypothetical protein
VOG26829	2	2	Xu	REFSEQ hypothetical protein
VOG26830	2	2	Xu	REFSEQ hypothetical protein
VOG26831	2	2	Xu	REFSEQ hypothetical protein
VOG26832	2	2	Xu	REFSEQ hypothetical protein
VOG26833	2	2	Xu	REFSEQ hypothetical protein
VOG26834	2	2	Xu	REFSEQ hypothetical protein
VOG26835	2	2	Xu	REFSEQ minor tail protein
VOG26836	2	2	Xu	REFSEQ tail spike
VOG26837	2	2	Xu	REFSEQ minor tail protein
VOG26838	2	2	Xu	REFSEQ hypothetical protein
VOG26839	2	2	Xu	REFSEQ hypothetical protein
VOG26840	2	2	Xu	REFSEQ hypothetical protein
VOG26841	2	2	Xu	REFSEQ hypothetical protein
VOG26842	2	2	Xu	REFSEQ hypothetical protein
VOG26843	2	2	Xu	REFSEQ hypothetical protein
VOG26844	2	2	Xu	REFSEQ hypothetical protein
VOG26845	2	2	Xu	REFSEQ putative structural protein
VOG26846	2	2	Xu	REFSEQ HNH endonuclease
VOG26847	2	2	Xu	REFSEQ tail fiber
VOG26848	2	2	Xu	REFSEQ hypothetical protein
VOG26849	2	2	Xu	REFSEQ hypothetical protein
VOG26850	2	2	Xu	REFSEQ hypothetical protein
VOG26851	2	2	Xu	REFSEQ hypothetical protein
VOG26852	2	2	Xu	REFSEQ hypothetical protein
VOG26853	2	2	Xu	REFSEQ hypothetical protein
VOG26854	2	2	Xu	REFSEQ hypothetical protein
VOG26855	2	2	Xu	REFSEQ hypothetical protein
VOG26856	2	2	Xu	REFSEQ hypothetical protein
VOG26857	2	2	Xu	REFSEQ hypothetical protein
VOG26858	2	2	Xu	REFSEQ hypothetical protein
VOG26859	2	2	Xu	REFSEQ hypothetical protein
VOG26860	2	2	Xu	REFSEQ hypothetical protein
VOG26861	2	2	Xu	REFSEQ hypothetical protein
VOG26862	2	2	Xu	REFSEQ hypothetical protein
VOG26863	2	2	Xu	REFSEQ hypothetical protein
VOG26864	2	2	Xu	REFSEQ hypothetical protein
VOG26865	2	2	Xu	REFSEQ hypothetical protein
VOG26866	2	2	Xu	REFSEQ hypothetical protein
VOG26867	2	2	Xu	REFSEQ hypothetical protein
VOG26868	2	2	Xu	REFSEQ hypothetical protein
VOG26869	2	2	Xu	REFSEQ hypothetical protein
VOG26870	2	2	Xu	REFSEQ hypothetical protein
VOG26871	2	2	Xu	REFSEQ hypothetical protein
VOG26872	2	2	Xu	REFSEQ hypothetical protein
VOG26873	2	2	Xu	REFSEQ hypothetical protein
VOG26874	2	2	Xu	REFSEQ hypothetical protein
VOG26875	2	2	Xu	REFSEQ hypothetical protein
VOG26876	2	2	Xu	REFSEQ hypothetical protein
VOG26877	2	2	Xu	REFSEQ hypothetical protein
VOG26878	2	2	Xu	REFSEQ hypothetical protein
VOG26879	2	2	Xu	REFSEQ hypothetical protein
VOG26880	2	2	Xu	REFSEQ hypothetical protein
VOG26881	2	2	Xu	REFSEQ hypothetical protein
VOG26882	2	2	Xu	REFSEQ hypothetical protein
VOG26883	2	2	Xu	REFSEQ hypothetical protein
VOG26884	2	2	Xu	REFSEQ hypothetical protein
VOG26885	2	2	Xu	REFSEQ hypothetical protein
VOG26886	2	2	Xu	REFSEQ hypothetical protein
VOG26887	2	2	Xu	REFSEQ hypothetical protein
VOG26888	2	2	Xu	REFSEQ hypothetical protein
VOG26889	2	2	Xu	REFSEQ hypothetical protein
VOG26890	2	2	Xu	REFSEQ hypothetical protein
VOG26891	2	2	Xu	REFSEQ hypothetical protein
VOG26892	2	2	Xu	REFSEQ hypothetical protein
VOG26893	2	2	Xu	REFSEQ hypothetical protein
VOG26894	2	2	Xu	REFSEQ hypothetical protein
VOG26895	2	2	Xu	REFSEQ hypothetical protein
VOG26896	2	2	Xu	REFSEQ hypothetical protein
VOG26897	2	2	Xu	REFSEQ hypothetical protein ORF042
VOG26898	2	2	Xu	REFSEQ hypothetical protein
VOG26899	2	2	Xu	REFSEQ hypothetical protein
VOG26900	2	2	Xu	REFSEQ hypothetical protein
VOG26901	2	2	Xu	REFSEQ hypothetical protein
VOG26902	2	2	Xu	REFSEQ hypothetical protein
VOG26903	2	2	Xu	REFSEQ hypothetical protein
VOG26904	2	2	Xu	REFSEQ hypothetical protein
VOG26905	2	2	Xu	REFSEQ hypothetical protein
VOG26906	2	2	Xu	REFSEQ hypothetical protein
VOG26907	2	2	Xu	REFSEQ hypothetical protein
VOG26908	2	2	Xu	REFSEQ hypothetical protein
VOG26909	2	2	Xu	REFSEQ hypothetical protein
VOG26910	3	2	Xu	REFSEQ hypothetical protein
VOG26911	2	2	Xu	REFSEQ hypothetical protein
VOG26912	2	2	Xu	REFSEQ hypothetical protein
VOG26913	2	2	Xu	REFSEQ hypothetical protein
VOG26914	2	2	Xu	REFSEQ hypothetical protein
VOG26915	2	2	Xu	REFSEQ hypothetical protein
VOG26916	2	2	Xu	REFSEQ hypothetical protein
VOG26917	2	2	Xu	REFSEQ hypothetical protein
VOG26918	2	2	Xu	REFSEQ Phage protein
VOG26919	2	2	Xu	REFSEQ hypothetical protein
VOG26920	2	2	Xu	REFSEQ E3L
VOG26921	2	2	Xu	REFSEQ E4 ORF5
VOG26922	2	2	Xu	REFSEQ E4 ORF4
VOG26923	2	2	Xu	REFSEQ E3S
VOG26924	2	2	Xu	REFSEQ E4 ORF3
VOG26925	2	2	Xu	REFSEQ E4 ORF2
VOG26926	2	2	Xu	REFSEQ E4 ORF1
VOG26927	2	2	Xu	REFSEQ E4 ORF3
VOG26928	2	2	Xu	REFSEQ E4 ORF2
VOG26929	2	2	Xu	REFSEQ gp654
VOG26930	2	2	Xu	REFSEQ hypothetical protein
VOG26931	2	2	Xu	REFSEQ gp626
VOG26932	2	2	Xu	REFSEQ hypothetical protein
VOG26933	2	2	Xu	REFSEQ hypothetical protein
VOG26934	2	2	Xu	REFSEQ hypothetical protein
VOG26935	2	2	Xu	REFSEQ hypothetical protein
VOG26936	2	2	Xu	REFSEQ hypothetical protein
VOG26937	2	2	Xh	sp|P42212|GFP_AEQVI Green fluorescent protein
VOG26938	2	2	Xu	REFSEQ hypothetical protein
VOG26939	2	2	Xu	REFSEQ flavin reductase
VOG26940	2	2	Xu	REFSEQ hypothetical protein
VOG26941	2	2	Xu	REFSEQ hypothetical protein
VOG26942	2	2	Xu	REFSEQ aminoglycoside phosphotransferase
VOG26943	2	2	Xu	REFSEQ hypothetical protein
VOG26944	2	2	Xu	REFSEQ putative tail fiber protein
VOG26945	2	2	Xu	REFSEQ hypothetical protein
VOG26946	2	2	Xu	REFSEQ hypothetical protein
VOG26947	2	2	Xu	REFSEQ terminase large subunit, ATPase domain
VOG26948	2	2	Xu	REFSEQ hypothetical protein
VOG26949	2	2	Xu	REFSEQ hypothetical protein
VOG26950	2	2	Xu	REFSEQ hypothetical protein
VOG26951	2	2	Xu	REFSEQ hypothetical protein
VOG26952	2	2	Xu	REFSEQ terminase large subunit, nuclease domain
VOG26953	2	2	Xu	REFSEQ portal protein
VOG26954	2	2	Xu	REFSEQ hypothetical protein
VOG26955	2	2	Xu	REFSEQ capsid maturation protease
VOG26956	2	2	Xu	REFSEQ hypothetical protein
VOG26957	2	2	Xu	REFSEQ hypothetical protein
VOG26958	2	2	Xu	REFSEQ hypothetical protein
VOG26959	2	2	Xu	REFSEQ hypothetical protein
VOG26960	2	2	Xu	REFSEQ hypothetical protein
VOG26961	2	2	Xu	REFSEQ hypothetical protein
VOG26962	2	2	Xu	REFSEQ hypothetical protein
VOG26963	2	2	Xu	REFSEQ hypothetical protein
VOG26964	2	2	Xu	REFSEQ tail terminator
VOG26965	2	2	Xu	REFSEQ hypothetical protein
VOG26966	2	2	Xu	REFSEQ hypothetical protein
VOG26967	4	2	Xu	REFSEQ tail assembly chaperone
VOG26968	2	2	Xu	REFSEQ minor tail protein
VOG26969	2	2	Xu	REFSEQ minor tail protein
VOG26970	2	2	Xu	REFSEQ hypothetical protein
VOG26971	2	2	Xu	REFSEQ hypothetical protein
VOG26972	2	2	Xu	REFSEQ hypothetical protein
VOG26973	2	2	Xu	REFSEQ hypothetical protein
VOG26974	2	2	Xu	REFSEQ hypothetical protein
VOG26975	2	2	Xu	REFSEQ hypothetical protein
VOG26976	2	2	Xu	REFSEQ hypothetical protein
VOG26977	2	2	Xu	REFSEQ hypothetical protein
VOG26978	2	2	Xu	REFSEQ hypothetical protein
VOG26979	2	2	Xu	REFSEQ hypothetical protein
VOG26980	2	2	Xu	REFSEQ hypothetical protein
VOG26981	2	2	Xu	REFSEQ hypothetical protein
VOG26982	2	2	Xu	REFSEQ hypothetical protein
VOG26983	2	2	Xu	REFSEQ hypothetical protein
VOG26984	2	2	Xu	REFSEQ helix-turn-helix DNA-binding domain protein
VOG26985	2	2	Xu	REFSEQ hypothetical protein
VOG26986	2	2	Xu	REFSEQ hypothetical protein
VOG26987	2	2	Xu	REFSEQ hypothetical protein
VOG26988	2	2	Xu	REFSEQ hypothetical protein
VOG26989	2	2	Xu	REFSEQ hypothetical protein
VOG26990	2	2	Xu	REFSEQ hypothetical protein
VOG26991	2	2	Xu	REFSEQ hypothetical protein
VOG26992	2	2	Xu	REFSEQ hypothetical protein
VOG26993	2	2	Xu	REFSEQ hypothetical protein
VOG26994	2	2	Xu	REFSEQ hypothetical protein
VOG26995	2	2	Xu	REFSEQ hypothetical protein
VOG26996	2	2	Xu	REFSEQ hypothetical protein
VOG26997	2	2	Xu	REFSEQ hypothetical protein
VOG26998	2	2	Xu	REFSEQ hypothetical protein
VOG26999	2	2	Xu	REFSEQ AAA-ATPase
VOG27000	2	2	Xu	REFSEQ hypothetical protein
VOG27001	2	2	Xu	REFSEQ HNH endonuclease
VOG27002	2	2	Xu	REFSEQ hypothetical protein
VOG27003	2	2	Xu	REFSEQ hypothetical protein
VOG27004	2	2	Xu	REFSEQ glycosyltransferase
VOG27005	2	2	Xu	REFSEQ hypothetical protein
VOG27006	2	2	Xu	REFSEQ hypothetical protein
VOG27007	2	2	Xu	REFSEQ hypothetical protein
VOG27008	2	2	Xu	REFSEQ methyltransferase
VOG27009	2	2	Xu	REFSEQ hypothetical protein
VOG27010	2	2	Xu	REFSEQ ORF1
VOG27011	2	2	Xu	REFSEQ protein ORF20
VOG27012	2	2	Xu	REFSEQ membrane protein ORF30
VOG27013	2	2	Xu	REFSEQ protein ORF44
VOG27014	2	2	Xu	REFSEQ protein ORF68
VOG27015	2	2	Xu	REFSEQ protein ORF101
VOG27016	2	2	Xu	REFSEQ protein ORF112
VOG27017	2	2	Xu	REFSEQ protein ORF110
VOG27018	2	2	Xu	REFSEQ protein ORF108
VOG27019	2	2	Xu	REFSEQ protein ORF113
VOG27020	2	2	Xu	REFSEQ protein ORF118
VOG27021	2	2	Xu	REFSEQ protein ORF122
VOG27022	2	2	Xu	REFSEQ protein ORF129
VOG27023	2	2	Xu	REFSEQ protein ORF63
VOG27024	2	2	Xu	REFSEQ membrane protein ORF132
VOG27025	2	2	Xu	REFSEQ membrane protein ORF131
VOG27026	2	2	Xu	REFSEQ protein ORF130
VOG27027	2	2	Xu	REFSEQ protein ORF135
VOG27028	2	2	Xu	REFSEQ membrane protein ORF136
VOG27029	2	2	Xu	REFSEQ protein ORF143
VOG27030	2	2	Xu	REFSEQ membrane protein ORF146
VOG27031	2	2	Xu	REFSEQ protein ORF152
VOG27032	2	2	Xu	REFSEQ phosphoprotein
VOG27033	2	2	Xu	REFSEQ matrix protein
VOG27034	2	2	Xu	REFSEQ hypothetical protein
VOG27035	2	2	Xu	REFSEQ head-to-tail connector protein
VOG27036	2	2	Xu	REFSEQ tail assembly chaperone
VOG27037	2	2	Xu	REFSEQ hypothetical protein
VOG27038	2	2	Xu	REFSEQ hypothetical protein
VOG27039	2	2	Xu	REFSEQ hypothetical protein
VOG27040	2	2	Xu	REFSEQ hypothetical protein
VOG27041	2	2	Xu	REFSEQ hypothetical protein
VOG27042	2	2	Xu	REFSEQ hypothetical protein
VOG27043	2	2	Xu	REFSEQ hypothetical protein
VOG27044	2	2	Xu	REFSEQ hypothetical protein
VOG27045	2	2	Xu	REFSEQ hypothetical protein
VOG27046	3	2	Xu	REFSEQ hypothetical protein
VOG27047	2	2	Xu	REFSEQ hypothetical protein
VOG27048	2	2	Xh	sp|O59715|DEGS_SCHPO Sphingolipid delta(4)-desaturase
VOG27049	2	2	Xu	REFSEQ hypothetical protein
VOG27050	2	2	Xu	REFSEQ VP4
VOG27051	2	2	Xu	REFSEQ VP5
VOG27052	2	2	Xu	REFSEQ VP12
VOG27053	2	2	Xu	REFSEQ VP8
VOG27054	2	2	Xu	REFSEQ VP10
VOG27055	2	2	Xu	REFSEQ VP10
VOG27056	2	2	Xu	REFSEQ VP1
VOG27057	2	2	Xu	REFSEQ VP5
VOG27058	2	2	Xu	REFSEQ VP11
VOG27059	2	2	Xu	REFSEQ VP7
VOG27060	2	2	Xu	REFSEQ hypothetical protein
VOG27061	2	2	Xu	REFSEQ hypothetical protein
VOG27062	2	2	Xu	REFSEQ hypothetical protein
VOG27063	2	2	Xu	REFSEQ hypothetical protein
VOG27064	2	2	Xu	REFSEQ hypothetical protein
VOG27065	2	2	Xu	REFSEQ hypothetical protein
VOG27066	2	2	Xu	REFSEQ hypothetical protein
VOG27067	2	2	Xu	REFSEQ hypothetical protein
VOG27068	2	2	Xu	REFSEQ hypothetical protein
VOG27069	2	2	Xu	REFSEQ hypothetical protein
VOG27070	2	2	Xu	REFSEQ base plate wedge protein
VOG27071	2	2	Xu	REFSEQ hypothetical protein
VOG27072	2	2	Xu	REFSEQ hypothetical protein
VOG27073	2	2	Xu	REFSEQ hypothetical protein
VOG27074	2	2	Xu	REFSEQ hypothetical protein
VOG27075	2	2	Xu	REFSEQ hypothetical protein
VOG27076	2	2	Xu	REFSEQ hypothetical protein
VOG27077	2	2	Xu	REFSEQ hypothetical protein
VOG27078	2	2	Xu	REFSEQ hypothetical protein
VOG27079	10	2	Xu	REFSEQ hypothetical protein
VOG27080	2	2	Xu	REFSEQ hypothetical protein
VOG27081	2	2	Xu	REFSEQ hypothetical protein
VOG27082	2	2	Xu	REFSEQ hypothetical protein
VOG27083	2	2	Xu	REFSEQ hypothetical protein
VOG27084	6	2	Xu	REFSEQ hypothetical protein
VOG27085	2	2	Xu	REFSEQ hypothetical protein
VOG27086	2	2	Xu	REFSEQ peptidoglycan binding domain-containing protein
VOG27087	2	2	Xu	REFSEQ hypothetical protein
VOG27088	2	2	Xu	REFSEQ hypothetical protein
VOG27089	2	2	Xu	REFSEQ hypothetical protein
VOG27090	2	2	Xu	REFSEQ hypothetical protein
VOG27091	2	2	Xu	REFSEQ hypothetical protein
VOG27092	2	2	Xu	REFSEQ hypothetical protein
VOG27093	2	2	Xu	REFSEQ hypothetical protein
VOG27094	2	2	Xu	REFSEQ hypothetical protein
VOG27095	2	2	Xu	REFSEQ hypothetical protein
VOG27096	2	2	Xu	REFSEQ alpha/beta rossmann fold
VOG27097	2	2	Xu	REFSEQ hypothetical protein
VOG27098	2	2	Xu	REFSEQ hypothetical protein
VOG27099	2	2	Xu	REFSEQ hypothetical protein
VOG27100	2	2	Xu	REFSEQ hypothetical protein
VOG27101	2	2	Xu	REFSEQ hypothetical protein
VOG27102	2	2	Xu	REFSEQ hypothetical protein
VOG27103	2	2	Xu	REFSEQ hypothetical protein
VOG27104	2	2	Xu	REFSEQ hypothetical protein
VOG27105	2	2	Xu	REFSEQ hypothetical protein
VOG27106	2	2	Xu	REFSEQ hypothetical protein
VOG27107	2	2	Xu	REFSEQ hypothetical protein
VOG27108	2	2	Xu	REFSEQ hypothetical protein
VOG27109	2	2	Xu	REFSEQ hypothetical protein
VOG27110	2	2	Xu	REFSEQ hypothetical protein
VOG27111	2	2	Xu	REFSEQ hypothetical protein
VOG27112	2	2	Xu	REFSEQ hypothetical protein
VOG27113	2	2	Xu	REFSEQ hypothetical protein
VOG27114	2	2	Xu	REFSEQ hypothetical protein
VOG27115	2	2	Xu	REFSEQ hypothetical protein
VOG27116	2	2	Xu	sp|P14739|UNGI_BPPB2 Uracil-DNA glycosylase inhibitor
VOG27117	2	2	Xu	REFSEQ hypothetical protein
VOG27118	2	2	Xu	REFSEQ hypothetical protein
VOG27119	2	2	Xu	REFSEQ hypothetical protein
VOG27120	2	2	Xu	REFSEQ hypothetical protein
VOG27121	2	2	Xu	REFSEQ hypothetical protein
VOG27122	2	2	Xu	REFSEQ hypothetical protein
VOG27123	2	2	Xu	REFSEQ hypothetical protein
VOG27124	2	2	Xu	REFSEQ DNA glycosylase
VOG27125	2	2	Xu	REFSEQ hypothetical protein
VOG27126	2	2	Xu	REFSEQ major capsid protein
VOG27127	2	2	Xu	REFSEQ capsid maturation protease
VOG27128	2	2	Xu	REFSEQ hypothetical protein
VOG27129	2	2	Xu	REFSEQ hypothetical protein
VOG27130	2	2	Xu	REFSEQ hypothetical protein
VOG27131	2	2	Xu	REFSEQ contractile tail sheath structural protein
VOG27132	2	2	Xu	REFSEQ hypothetical protein
VOG27133	2	2	Xu	REFSEQ hypothetical protein
VOG27134	2	2	Xu	REFSEQ hypothetical protein
VOG27135	2	2	Xu	REFSEQ hypothetical protein
VOG27136	2	2	Xu	REFSEQ hypothetical protein
VOG27137	2	2	Xu	REFSEQ hypothetical protein
VOG27138	2	2	Xu	REFSEQ hypothetical protein
VOG27139	2	2	Xu	REFSEQ hypothetical protein
VOG27140	2	2	Xu	REFSEQ hypothetical protein
VOG27141	2	2	Xu	REFSEQ hypothetical protein
VOG27142	2	2	Xu	REFSEQ hypothetical protein
VOG27143	2	2	Xu	REFSEQ hypothetical protein
VOG27144	2	2	Xu	REFSEQ hypothetical protein
VOG27145	2	2	Xu	REFSEQ 5'(3')-deoxyribonucleotidase
VOG27146	2	2	Xu	REFSEQ hypothetical protein
VOG27147	2	2	Xu	REFSEQ hypothetical protein
VOG27148	2	2	Xu	REFSEQ hypothetical protein
VOG27149	2	2	Xu	REFSEQ hypothetical protein
VOG27150	2	2	Xu	REFSEQ hypothetical protein
VOG27151	2	2	Xu	REFSEQ hypothetical protein
VOG27152	2	2	Xu	REFSEQ hypothetical protein
VOG27153	2	2	Xu	REFSEQ hypothetical protein
VOG27154	2	2	Xu	REFSEQ hypothetical protein
VOG27155	2	2	Xu	REFSEQ hypothetical protein
VOG27156	2	2	Xu	REFSEQ hypothetical protein
VOG27157	4	2	Xu	REFSEQ hypothetical protein
VOG27158	2	2	Xu	REFSEQ hypothetical protein
VOG27159	2	2	Xu	REFSEQ hypothetical protein
VOG27160	2	2	Xu	REFSEQ gluconate kinase
VOG27161	4	2	Xu	REFSEQ hypothetical protein
VOG27162	2	2	Xu	REFSEQ hypothetical protein
VOG27163	2	2	Xu	REFSEQ hypothetical protein
VOG27164	2	2	Xu	REFSEQ hypothetical protein
VOG27165	2	2	Xu	REFSEQ hypothetical protein
VOG27166	2	2	Xu	REFSEQ hypothetical protein
VOG27167	2	2	Xu	REFSEQ hypothetical protein
VOG27168	2	2	Xu	REFSEQ hypothetical protein
VOG27169	2	2	Xu	REFSEQ hypothetical protein
VOG27170	2	2	Xu	REFSEQ hypothetical protein
VOG27171	2	2	Xu	REFSEQ hypothetical protein
VOG27172	2	2	Xu	REFSEQ hypothetical protein
VOG27173	2	2	Xu	REFSEQ hypothetical protein
VOG27174	2	2	Xu	REFSEQ hypothetical protein
VOG27175	2	2	Xu	REFSEQ hypothetical protein
VOG27176	2	2	Xu	REFSEQ hypothetical protein
VOG27177	2	2	Xu	REFSEQ hypothetical protein
VOG27178	2	2	Xu	REFSEQ hypothetical protein
VOG27179	2	2	Xu	REFSEQ hypothetical protein
VOG27180	2	2	Xu	REFSEQ lysis domain protein
VOG27181	2	2	Xu	REFSEQ hypothetical protein
VOG27182	2	2	Xu	REFSEQ hypothetical protein
VOG27183	2	2	Xu	REFSEQ hypothetical protein
VOG27184	2	2	Xu	REFSEQ adenylate kinase
VOG27185	2	2	Xu	REFSEQ hypothetical protein
VOG27186	2	2	Xu	REFSEQ hypothetical protein
VOG27187	2	2	Xu	REFSEQ hypothetical protein
VOG27188	2	2	Xu	REFSEQ hypothetical protein
VOG27189	2	2	Xu	REFSEQ hypothetical protein
VOG27190	2	2	Xu	REFSEQ hypothetical protein
VOG27191	2	2	Xu	REFSEQ hypothetical protein
VOG27192	2	2	Xu	REFSEQ DNA primase
VOG27193	2	2	Xu	REFSEQ DNA-directed RNA polymerase subunit
VOG27194	2	2	Xu	REFSEQ hypothetical protein
VOG27195	2	2	Xu	REFSEQ hypothetical protein
VOG27196	2	2	Xu	REFSEQ hypothetical protein
VOG27197	2	2	Xu	REFSEQ hypothetical protein
VOG27198	2	2	Xu	REFSEQ hypothetical protein
VOG27199	2	2	Xu	REFSEQ hypothetical protein
VOG27200	2	2	Xu	REFSEQ hypothetical protein
VOG27201	2	2	Xu	REFSEQ hypothetical protein
VOG27202	2	2	Xu	REFSEQ hypothetical protein
VOG27203	2	2	Xu	REFSEQ hypothetical protein
VOG27204	2	2	Xu	REFSEQ hypothetical protein
VOG27205	2	2	Xu	REFSEQ hypothetical protein
VOG27206	2	2	Xu	REFSEQ hypothetical protein
VOG27207	4	2	Xu	REFSEQ hypothetical protein
VOG27208	2	2	Xu	REFSEQ hypothetical protein
VOG27209	2	2	Xu	REFSEQ hypothetical protein
VOG27210	2	2	Xu	REFSEQ helix-turn-helix domain-containing protein
VOG27211	2	2	Xu	REFSEQ DNA binding protein with Zn finger domain
VOG27212	2	2	Xu	REFSEQ hypothetical protein
VOG27213	2	2	Xu	REFSEQ hypothetical protein
VOG27214	2	2	Xu	REFSEQ hypothetical protein
VOG27215	2	2	Xu	REFSEQ hypothetical protein
VOG27216	2	2	Xu	REFSEQ hypothetical protein
VOG27217	2	2	Xu	REFSEQ hypothetical protein
VOG27218	2	2	Xu	REFSEQ hypothetical protein
VOG27219	2	2	Xu	REFSEQ hypothetical protein
VOG27220	2	2	Xu	REFSEQ hypothetical protein
VOG27221	2	2	Xu	REFSEQ hypothetical protein
VOG27222	2	2	Xu	REFSEQ hypothetical protein
VOG27223	2	2	Xu	REFSEQ hypothetical protein
VOG27224	2	2	Xu	REFSEQ N-acetylmuramoyl-L-alanine amidase
VOG27225	2	2	Xu	REFSEQ hypothetical protein
VOG27226	6	2	Xu	REFSEQ hypothetical protein
VOG27227	2	2	Xu	REFSEQ hypothetical protein
VOG27228	2	2	Xu	REFSEQ hypothetical protein
VOG27229	4	2	Xu	REFSEQ hypothetical protein
VOG27230	2	2	Xu	REFSEQ hypothetical protein
VOG27231	2	2	Xu	REFSEQ hypothetical protein
VOG27232	2	2	Xu	REFSEQ hypothetical protein
VOG27233	2	2	Xu	REFSEQ hypothetical protein
VOG27234	2	2	Xu	REFSEQ hypothetical protein
VOG27235	2	2	Xu	REFSEQ hypothetical protein
